hour,day,t_db_C,t_wb_C,w_oa_kgkg,rh,ghi_Wm2,occ,q_total_kW,q_sensible_kW,q_latent_kW,q_oa_kW,shr
4657,194,27.5,25.73,0.02034,0.87,0.0,0.05,996.89,473.66,523.24,458.72,0.475
4658,194,27.4,25.64,0.02021,0.87,0.0,0.05,986.71,469.66,517.05,452.24,0.476
4659,194,27.3,25.68,0.02033,0.88,0.0,0.05,988.64,465.7,522.93,455.28,0.471
4660,194,27.1,25.63,0.02034,0.89,0.0,0.05,982.02,458.49,523.53,452.55,0.467
4661,194,27.0,25.67,0.02045,0.9,0.0,0.05,983.7,454.53,529.17,455.39,0.462
4662,194,27.0,25.53,0.02022,0.89,0.0,0.05,971.19,453.87,517.32,446.05,0.467
4663,194,27.0,25.53,0.0202,0.89,0.0,0.05,969.58,453.31,516.27,445.23,0.468
4664,194,27.7,25.5,0.01985,0.84,19.0,0.525,1852.99,1011.8,841.19,702.45,0.546
4665,194,28.8,25.81,0.01991,0.79,149.0,1.0,2935.91,1746.97,1188.94,1005.29,0.595
4666,194,30.0,26.31,0.02024,0.75,307.0,1.0,3234.04,2012.26,1221.79,1076.29,0.622
4667,194,30.5,26.29,0.01999,0.72,446.0,1.0,3414.97,2217.71,1197.26,1071.87,0.649
4668,194,29.0,26.0,0.02012,0.79,822.0,1.0,3834.29,2624.08,1210.22,1031.19,0.684
4669,194,25.0,22.79,0.01662,0.83,610.0,1.0,3016.0,2146.07,869.93,589.1,0.712
4670,194,22.4,22.16,0.01679,0.98,234.0,1.0,2469.03,1583.1,885.93,568.53,0.641
4671,194,22.9,22.54,0.01716,0.97,218.0,1.0,2489.12,1567.46,921.66,600.33,0.63
4672,194,23.5,23.13,0.01783,0.97,184.0,1.0,2517.98,1531.2,986.78,658.29,0.608
4673,194,24.0,23.51,0.01819,0.96,135.0,1.0,2497.09,1474.76,1022.33,689.93,0.591
4674,194,24.2,23.58,0.01822,0.95,108.0,1.0,2474.17,1449.05,1025.12,699.38,0.586
4675,194,24.4,23.65,0.01825,0.94,36.0,0.5,1566.66,860.0,706.66,507.21,0.549
4676,194,24.6,23.72,0.01825,0.93,1.0,0.05,783.52,365.52,418.0,329.34,0.467
4677,194,24.8,23.79,0.01827,0.92,0.0,0.05,789.3,370.22,419.08,333.4,0.469
4678,194,25.0,24.24,0.01889,0.94,0.0,0.05,826.84,376.4,450.44,361.32,0.455
4679,194,24.6,23.72,0.01823,0.93,0.0,0.05,780.14,363.08,417.06,328.6,0.465
4680,195,24.5,23.75,0.01832,0.94,0.0,0.05,780.91,359.37,421.54,330.53,0.46
4681,195,24.4,23.78,0.01841,0.95,0.0,0.05,781.59,355.67,425.92,332.39,0.455
4682,195,24.3,23.8,0.01851,0.96,0.0,0.05,783.13,351.95,431.18,334.93,0.449
4683,195,24.0,24.0,0.01895,1.0,0.0,0.05,795.09,341.67,453.41,347.65,0.43
4684,195,24.0,23.88,0.01878,0.99,0.0,0.05,785.64,341.11,444.52,340.65,0.434
4685,195,24.0,23.88,0.0188,0.99,0.0,0.05,786.12,340.62,445.5,341.41,0.433
4686,195,24.3,24.18,0.01913,0.99,0.0,0.05,812.32,350.05,462.28,359.44,0.431
4687,195,24.5,24.25,0.01917,0.98,0.0,0.05,820.53,356.43,464.1,364.08,0.434
4688,195,24.8,24.55,0.0195,0.98,19.0,0.05,871.76,390.62,481.15,382.32,0.448
4689,195,26.1,25.06,0.01979,0.92,149.0,0.15,1272.06,704.73,567.33,465.71,0.554
4690,195,27.3,25.54,0.02007,0.87,307.0,0.15,1533.12,950.09,583.03,499.97,0.62
4691,195,28.6,26.21,0.02068,0.83,446.0,0.15,1791.74,1175.17,616.57,550.41,0.656
4692,195,30.0,26.94,0.02136,0.79,548.0,0.15,2011.32,1356.87,654.45,606.17,0.675
4693,195,29.0,26.74,0.02144,0.84,908.0,0.15,2445.59,1786.6,658.99,591.84,0.731
4694,195,24.2,23.95,0.01878,0.98,234.0,0.15,1268.03,756.83,511.2,386.23,0.597
4695,195,24.7,24.33,0.01918,0.97,218.0,0.15,1285.82,752.22,533.6,413.3,0.585
4696,195,25.3,24.66,0.01948,0.95,184.0,0.05,1105.39,625.55,479.84,389.29,0.566
4697,195,25.8,25.03,0.01989,0.94,135.0,0.05,1079.09,578.64,500.45,413.54,0.536
4698,195,26.0,25.22,0.02011,0.94,201.0,0.05,1181.53,669.77,511.75,425.66,0.567
4699,195,25.7,24.4,0.01888,0.9,48.0,0.05,913.31,463.73,449.59,371.85,0.508
4700,195,25.4,23.98,0.0183,0.89,1.0,0.05,814.06,393.45,420.61,344.21,0.483
4701,195,25.2,23.65,0.01787,0.88,0.0,0.05,784.1,385.3,398.8,323.82,0.491
4702,195,24.9,23.23,0.01732,0.87,0.0,0.05,746.18,375.06,371.12,297.19,0.503
4703,195,24.6,22.94,0.01701,0.87,0.0,0.05,719.85,364.69,355.16,279.81,0.507
4704,196,22.0,21.29,0.01567,0.94,0.0,0.05,598.55,310.77,287.77,217.09,0.519
4705,196,22.0,22.0,0.0167,1.0,0.0,0.05,648.25,308.6,339.65,257.98,0.476
4706,196,22.2,21.85,0.01639,0.97,0.0,0.05,634.06,310.08,323.97,245.62,0.489
4707,196,22.5,22.02,0.01654,0.96,0.0,0.05,645.17,313.62,331.55,251.59,0.486
4708,196,22.8,22.32,0.01687,0.96,0.0,0.05,665.73,317.55,348.18,264.7,0.477
4709,196,23.1,22.49,0.01702,0.95,0.0,0.05,677.63,321.82,355.81,270.72,0.475
4710,196,23.2,22.59,0.01713,0.95,0.0,0.05,684.18,323.02,361.16,274.94,0.472
4711,196,23.4,22.91,0.01753,0.96,0.0,0.05,707.47,326.02,381.44,290.92,0.461
4712,196,23.5,23.01,0.01764,0.96,7.0,0.05,723.45,336.5,386.95,295.26,0.465
4713,196,24.7,23.3,0.01755,0.89,110.0,0.15,1045.14,601.67,443.47,340.56,0.576
4714,196,26.0,24.56,0.01901,0.89,307.0,0.15,1424.28,900.25,524.03,428.97,0.632
4715,196,27.8,24.27,0.01775,0.75,448.0,0.15,1599.62,1145.11,454.52,405.24,0.716
4716,196,28.3,24.27,0.01754,0.72,552.0,0.15,1740.99,1298.22,442.77,404.76,0.746
4717,196,28.8,24.41,0.01757,0.7,610.0,0.15,1836.95,1392.32,444.63,415.26,0.758
4718,196,29.3,24.38,0.01731,0.67,619.0,0.15,1853.43,1423.57,429.86,412.32,0.768
4719,196,30.0,24.16,0.01666,0.62,578.0,0.15,1791.5,1397.64,393.86,395.87,0.78
4720,196,30.0,24.67,0.0175,0.65,487.0,0.05,1551.3,1171.08,380.22,386.02,0.755
4721,196,30.1,24.75,0.01763,0.65,358.0,0.05,1397.36,1010.99,386.37,392.46,0.724
4722,196,29.0,24.43,0.01756,0.69,202.0,0.05,1159.67,776.68,382.99,372.19,0.67
4723,196,28.0,24.3,0.01776,0.74,53.0,0.05,946.64,553.68,392.96,364.04,0.585
4724,196,27.5,24.29,0.01795,0.77,1.0,0.05,873.5,470.77,402.73,363.73,0.539
4725,196,27.3,24.69,0.01868,0.81,0.0,0.05,902.57,462.78,439.79,389.74,0.513
4726,196,27.2,25.16,0.0195,0.85,0.0,0.05,940.11,459.24,480.86,420.52,0.489
4727,196,27.0,25.53,0.02018,0.89,0.0,0.05,967.63,452.4,515.23,444.41,0.468
4728,197,26.8,25.2,0.01972,0.88,0.0,0.05,937.77,445.48,492.29,423.12,0.475
4729,197,26.5,24.91,0.01937,0.88,0.0,0.05,909.5,435.19,474.3,404.14,0.478
4730,197,26.3,24.58,0.01891,0.87,0.0,0.05,879.23,428.06,451.17,382.7,0.487
4731,197,26.0,25.22,0.02011,0.94,0.0,0.05,929.36,417.61,511.75,425.66,0.449
4732,197,26.0,24.56,0.01903,0.89,0.0,0.05,873.96,416.89,457.08,382.56,0.477
4733,197,26.4,24.67,0.01904,0.87,0.0,0.05,887.36,429.39,457.98,389.67,0.484
4734,197,26.7,25.1,0.0196,0.88,0.0,0.05,925.2,438.94,486.26,416.77,0.474
4735,197,27.0,25.53,0.0202,0.89,0.0,0.05,965.0,448.72,516.27,445.23,0.465
4736,197,26.9,25.57,0.02029,0.9,18.0,0.525,1846.28,972.79,873.49,709.75,0.527
4737,197,27.9,25.84,0.02032,0.85,148.0,1.0,2924.37,1695.32,1229.04,1009.66,0.58
4738,197,29.0,26.74,0.02144,0.84,306.0,1.0,3293.75,1955.42,1338.32,1145.21,0.594
4739,197,29.5,26.16,0.02017,0.77,447.0,1.0,3378.12,2163.35,1214.77,1052.65,0.64
4740,197,29.7,26.19,0.02016,0.76,550.0,1.0,3520.84,2307.19,1213.65,1058.61,0.655
4741,197,29.9,26.37,0.0204,0.76,609.0,1.0,3631.61,2394.53,1237.08,1086.43,0.659
4742,197,30.1,26.4,0.02038,0.75,617.0,1.0,3651.91,2416.39,1235.53,1092.0,0.662
4743,197,30.0,26.94,0.02138,0.79,574.0,1.0,3689.8,2357.3,1332.5,1174.83,0.639
4744,197,30.0,25.66,0.01915,0.71,487.0,1.0,3362.2,2246.71,1115.49,981.69,0.668
4745,197,30.0,25.34,0.01861,0.69,358.0,1.0,3145.43,2082.1,1063.32,935.26,0.662
4746,197,29.0,25.22,0.01885,0.74,202.0,1.0,2917.52,1831.14,1086.38,920.97,0.628
4747,197,28.0,25.05,0.01899,0.79,53.0,0.5,1807.72,1046.9,760.82,643.09,0.579
4748,197,27.9,25.11,0.01913,0.8,1.0,0.05,951.01,488.93,462.08,416.92,0.514
4749,197,27.7,25.36,0.01961,0.83,0.0,0.05,966.93,480.5,486.42,432.91,0.497
4750,197,27.5,25.74,0.02032,0.87,0.0,0.05,995.5,473.31,522.18,457.89,0.475
4751,197,27.3,25.96,0.02077,0.9,0.0,0.05,1010.98,466.08,544.89,472.59,0.461
4752,198,27.2,25.72,0.0204,0.89,0.0,0.05,988.7,462.1,526.6,456.57,0.467
4753,198,27.0,25.53,0.02018,0.89,0.0,0.05,970.1,454.87,515.23,444.41,0.469
4754,198,26.9,25.3,0.01982,0.88,0.0,0.05,948.22,450.89,497.33,428.69,0.476
4755,198,26.5,25.18,0.0198,0.9,0.0,0.05,933.31,437.1,496.21,421.41,0.468
4756,198,26.1,25.19,0.01999,0.93,0.0,0.05,928.87,423.15,505.72,422.5,0.456
4757,198,25.7,25.06,0.01994,0.95,0.0,0.05,912.28,409.06,503.21,414.12,0.448
4758,198,25.8,25.16,0.02006,0.95,0.0,0.05,920.66,411.26,509.39,420.59,0.447
4759,198,25.9,25.39,0.0204,0.96,0.0,0.05,940.36,413.67,526.69,435.83,0.44
4760,198,26.0,25.62,0.02075,0.97,18.0,0.525,1842.66,935.01,907.65,716.09,0.507
4761,198,27.2,25.45,0.01993,0.87,183.0,1.0,2895.02,1703.72,1191.3,951.7,0.588
4762,198,28.3,25.34,0.01928,0.79,421.0,1.0,3194.04,2066.05,1127.99,933.64,0.647
4763,198,29.5,25.21,0.01855,0.71,648.0,1.0,3477.47,2420.08,1057.39,912.58,0.696
4764,198,30.2,25.02,0.01794,0.66,757.0,1.0,3595.15,2597.57,997.58,883.71,0.723
4765,198,30.9,24.77,0.01724,0.61,754.0,1.0,3561.12,2631.62,929.51,847.49,0.739
4766,198,31.6,24.47,0.01646,0.56,622.0,1.0,3354.73,2500.39,854.34,804.95,0.745
4767,198,32.0,26.1,0.01902,0.63,865.0,1.0,3938.01,2834.87,1103.14,1040.31,0.72
4768,198,31.3,24.94,0.01738,0.6,708.0,1.0,3543.25,2599.46,943.79,874.12,0.734
4769,198,30.6,25.03,0.01785,0.64,470.0,1.0,3248.28,2259.43,988.85,889.86,0.696
4770,198,30.1,25.26,0.01843,0.68,250.0,1.0,2997.25,1952.18,1045.06,922.49,0.651
4771,198,29.6,25.46,0.01897,0.72,61.0,0.5,1886.29,1126.92,759.36,681.7,0.597
4772,198,29.1,25.63,0.01947,0.76,1.0,0.05,1011.5,531.91,479.59,449.94,0.526
4773,198,28.8,25.5,0.01939,0.77,0.0,0.05,995.7,520.46,475.24,441.71,0.523
4774,198,28.4,25.43,0.01941,0.79,0.0,0.05,983.55,506.87,476.69,436.44,0.515
4775,198,28.1,25.3,0.01932,0.8,0.0,0.05,968.13,496.37,471.76,427.76,0.513
4776,199,28.0,25.79,0.02019,0.84,0.0,0.05,1008.31,492.34,515.97,461.0,0.488
4777,199,28.0,25.79,0.02019,0.84,0.0,0.05,1007.6,491.63,515.97,461.0,0.488
4778,199,27.5,26.01,0.02082,0.89,0.0,0.05,1022.24,474.61,547.63,477.95,0.464
4779,199,27.3,25.96,0.02081,0.9,0.0,0.05,1014.25,467.2,547.05,474.29,0.461
4780,199,27.0,25.94,0.0209,0.92,0.0,0.05,1008.32,456.51,551.81,473.24,0.453
4781,199,26.8,26.01,0.02111,0.94,0.0,0.05,1011.53,449.02,562.5,478.46,0.444
4782,199,26.9,25.98,0.02101,0.93,0.0,0.05,1008.59,451.38,557.21,475.89,0.448
4783,199,27.1,26.04,0.02101,0.92,0.0,0.05,1014.35,457.21,557.15,479.05,0.451
4784,199,27.2,25.86,0.02066,0.9,24.0,0.525,1898.72,997.71,901.01,740.91,0.525
4785,199,28.3,26.36,0.02107,0.86,194.0,1.0,3080.9,1779.1,1301.8,1088.33,0.577
4786,199,29.4,26.83,0.02142,0.82,402.0,1.0,3439.24,2103.02,1336.21,1157.25,0.611
4787,199,30.5,27.41,0.022,0.79,585.0,1.0,3788.43,2395.51,1392.92,1246.01,0.632
4788,199,31.2,26.93,0.02083,0.72,798.0,1.0,3985.58,2706.4,1279.18,1169.15,0.679
4789,199,32.0,26.8,0.02027,0.67,915.0,1.0,4123.93,2899.53,1224.4,1148.23,0.703
4790,199,31.3,25.65,0.01858,0.64,898.0,1.0,3903.46,2843.62,1059.83,977.4,0.728
4791,199,31.6,25.74,0.0186,0.63,856.0,1.0,3868.81,2806.55,1062.27,990.01,0.725
4792,199,32.0,26.09,0.01906,0.63,733.0,1.0,3777.67,2670.74,1106.93,1043.68,0.707
4793,199,31.7,25.65,0.01844,0.62,471.0,1.0,3367.39,2320.58,1046.81,979.73,0.689
4794,199,31.0,25.73,0.01886,0.66,203.0,1.0,3029.05,1941.71,1087.34,991.44,0.641
4795,199,30.0,26.31,0.02029,0.75,54.0,0.5,1992.77,1138.1,854.68,772.95,0.571
4796,199,28.9,25.9,0.02003,0.79,0.0,0.05,1034.82,527.31,507.51,468.74,0.51
4797,199,28.7,26.01,0.0203,0.81,0.0,0.05,1041.47,519.86,521.61,476.65,0.499
4798,199,28.4,26.02,0.02043,0.83,0.0,0.05,1037.08,509.12,527.95,476.85,0.491
4799,199,28.2,26.12,0.02069,0.85,0.0,0.05,1042.61,501.6,541.01,483.94,0.481
4800,200,28.0,25.93,0.02044,0.85,0.0,0.05,1022.6,494.09,528.51,470.88,0.483
4801,200,27.8,25.74,0.0202,0.85,0.0,0.05,1002.72,486.58,516.15,457.94,0.485
4802,200,27.6,25.55,0.01997,0.85,0.0,0.05,984.02,479.07,504.95,445.91,0.487
4803,200,28.0,25.79,0.02021,0.84,0.0,0.05,1008.27,491.25,517.02,461.83,0.487
4804,200,28.0,25.79,0.02021,0.84,0.0,0.05,1007.71,490.69,517.02,461.83,0.487
4805,200,27.4,25.92,0.02069,0.89,0.0,0.05,1011.81,470.52,541.29,471.35,0.465
4806,200,27.0,25.53,0.02018,0.89,0.0,0.05,971.83,456.6,515.23,444.41,0.47
4807,200,27.0,25.53,0.02018,0.89,0.0,0.05,970.89,455.66,515.23,444.41,0.469
4808,200,27.5,25.74,0.02032,0.87,18.0,0.525,1879.6,1004.11,875.49,726.71,0.534
4809,200,29.0,26.74,0.02144,0.84,148.0,1.0,3095.97,1757.64,1338.32,1145.21,0.568
4810,200,29.5,26.16,0.02019,0.77,308.0,1.0,3206.06,1989.28,1216.78,1054.44,0.62
4811,200,30.0,26.31,0.02024,0.75,448.0,1.0,3417.27,2195.49,1221.79,1076.29,0.642
4812,200,31.0,26.41,0.02002,0.7,553.0,1.0,3582.86,2382.8,1200.06,1091.76,0.665
4813,200,31.0,25.73,0.01884,0.66,612.0,1.0,3545.46,2459.99,1085.46,989.77,0.694
4814,200,31.2,26.25,0.01966,0.68,621.0,1.0,3648.22,2483.16,1165.05,1067.57,0.681
4815,200,32.0,26.1,0.01904,0.63,579.0,1.0,3576.86,2471.82,1105.03,1042.0,0.691
4816,200,31.7,26.01,0.01904,0.64,564.0,1.0,3543.21,2438.68,1104.53,1031.1,0.688
4817,200,31.4,25.91,0.01903,0.65,456.0,1.0,3389.34,2285.85,1103.49,1019.74,0.674
4818,200,30.6,25.88,0.01929,0.69,275.0,1.0,3141.85,2013.23,1128.63,1014.26,0.641
4819,200,29.8,26.12,0.02005,0.75,76.0,0.5,1994.84,1157.56,837.29,753.13,0.58
4820,200,29.0,26.15,0.02043,0.8,1.0,0.05,1059.32,531.39,527.93,486.44,0.502
4821,200,28.8,26.26,0.02069,0.82,0.0,0.05,1063.7,522.78,540.92,493.47,0.491
4822,200,28.6,26.36,0.02093,0.84,0.0,0.05,1068.85,515.44,553.41,500.12,0.482
4823,200,28.4,26.32,0.02092,0.85,0.0,0.05,1060.64,508.07,552.57,496.25,0.479
4824,201,28.1,26.17,0.02079,0.86,0.0,0.05,1043.71,497.42,546.29,486.5,0.477
4825,201,27.9,26.26,0.02104,0.88,0.0,0.05,1048.62,489.96,558.66,493.05,0.467
4826,201,27.6,26.11,0.0209,0.89,0.0,0.05,1031.07,479.22,551.84,482.87,0.465
4827,201,27.3,26.1,0.02103,0.91,0.0,0.05,1026.45,468.42,558.03,482.94,0.456
4828,201,27.0,26.21,0.02135,0.94,0.0,0.05,1031.99,457.56,574.44,491.07,0.443
4829,201,27.3,26.23,0.02129,0.92,0.0,0.05,1037.53,466.34,571.19,493.32,0.449
4830,201,27.4,26.33,0.02139,0.92,0.0,0.05,1045.5,468.88,576.62,499.2,0.448
4831,201,27.5,26.43,0.02152,0.92,0.0,0.05,1054.77,471.59,583.18,505.97,0.447
4832,201,27.6,26.53,0.02163,0.92,18.0,0.525,1980.96,1008.23,972.73,812.4,0.509
4833,201,28.8,26.26,0.02064,0.82,148.0,1.0,3008.06,1747.3,1260.76,1069.21,0.581
4834,201,30.0,26.31,0.02022,0.75,308.0,1.0,3234.71,2014.93,1219.77,1074.5,0.623
4835,201,30.2,25.52,0.01878,0.69,651.0,1.0,3545.63,2466.38,1079.25,956.39,0.696
4836,201,30.6,25.38,0.01837,0.66,726.0,1.0,3623.56,2584.35,1039.2,934.68,0.713
4837,201,31.0,25.73,0.01882,0.66,613.0,1.0,3544.86,2461.27,1083.59,988.1,0.694
4838,201,31.9,25.1,0.01739,0.58,738.0,1.0,3613.45,2669.36,944.09,895.27,0.739
4839,201,31.6,25.2,0.01769,0.6,761.0,1.0,3658.76,2685.07,973.69,911.17,0.734
4840,201,31.3,25.3,0.018,0.62,685.0,1.0,3576.92,2573.37,1003.54,927.3,0.719
4841,201,31.0,25.21,0.018,0.63,523.0,1.0,3354.37,2351.01,1003.37,916.7,0.701
4842,201,30.3,25.44,0.01868,0.68,280.0,1.0,3073.86,2003.79,1070.07,951.71,0.652
4843,201,29.5,25.53,0.01915,0.73,67.0,0.5,1905.23,1132.99,772.24,690.19,0.595
4844,201,28.8,25.81,0.01993,0.79,1.0,0.05,1026.72,524.2,502.51,463.2,0.511
4845,201,28.9,25.9,0.02003,0.79,0.0,0.05,1032.91,525.4,507.51,468.74,0.509
4846,201,29.0,25.99,0.02015,0.79,0.0,0.05,1041.62,528.05,513.57,475.12,0.507
4847,201,28.2,26.12,0.02069,0.85,0.0,0.05,1042.33,501.32,541.01,483.94,0.481
4848,202,28.0,26.5,0.02144,0.89,0.0,0.05,1072.6,493.84,578.76,510.49,0.46
4849,202,27.7,25.93,0.02056,0.87,0.0,0.05,1017.74,483.09,534.65,470.92,0.475
4850,202,27.4,25.92,0.02069,0.89,0.0,0.05,1013.56,472.27,541.29,471.35,0.466
4851,202,27.0,25.53,0.0202,0.89,0.0,0.05,974.38,458.11,516.27,445.23,0.47
4852,202,26.9,25.84,0.02078,0.92,0.0,0.05,999.11,453.69,545.42,466.6,0.454
4853,202,26.8,25.88,0.02088,0.93,0.0,0.05,1000.14,449.36,550.78,469.22,0.449
4854,202,26.9,25.98,0.02101,0.93,0.0,0.05,1008.88,451.67,557.21,475.89,0.448
4855,202,27.0,26.21,0.02135,0.94,0.0,0.05,1028.61,454.18,574.44,491.07,0.442
4856,202,27.4,26.33,0.02139,0.92,18.0,0.05,1066.4,489.78,576.62,499.2,0.459
4857,202,29.0,26.74,0.02142,0.84,148.0,0.15,1476.8,819.03,657.77,590.86,0.555
4858,202,29.5,26.62,0.02098,0.8,308.0,0.15,1676.01,1042.42,633.59,580.34,0.622
4859,202,30.1,26.87,0.02118,0.78,449.0,0.15,1889.83,1245.12,644.71,600.11,0.659
4860,202,31.0,27.24,0.02148,0.75,553.0,0.15,2071.98,1411.03,660.94,629.4,0.681
4861,202,30.7,26.8,0.02081,0.74,612.0,0.15,2101.81,1477.88,623.93,594.13,0.703
4862,202,30.5,26.77,0.02087,0.75,621.0,0.15,2111.15,1483.67,627.48,593.4,0.703
4863,202,31.0,26.41,0.02004,0.7,580.0,0.15,2030.71,1449.38,581.32,565.14,0.714
4864,202,30.7,26.14,0.01971,0.7,491.0,0.05,1703.82,1212.24,491.58,485.0,0.711
4865,202,30.4,25.7,0.01908,0.69,362.0,0.05,1497.41,1037.69,459.72,455.08,0.693
4866,202,29.8,25.48,0.01896,0.71,205.0,0.05,1270.99,817.09,453.9,440.89,0.643
4867,202,29.1,25.32,0.01896,0.74,55.0,0.05,1055.67,601.76,453.91,429.69,0.57
4868,202,28.5,25.07,0.01879,0.76,1.0,0.05,957.37,512.4,444.97,413.04,0.535
4869,202,28.4,25.43,0.01943,0.79,0.0,0.05,984.81,507.12,477.69,437.23,0.515
4870,202,28.4,25.88,0.0202,0.82,0.0,0.05,1022.59,506.43,516.17,467.56,0.495
4871,202,28.3,26.22,0.02081,0.85,0.0,0.05,1049.87,502.55,547.31,490.51,0.479
4872,203,28.1,26.17,0.02081,0.86,0.0,0.05,1042.79,495.42,547.37,487.35,0.475
4873,203,28.0,26.5,0.02146,0.89,0.0,0.05,1071.38,491.51,579.87,511.37,0.459
4874,203,27.8,26.31,0.0212,0.89,0.0,0.05,1051.22,484.35,566.87,497.92,0.461
4875,203,27.0,26.21,0.02137,0.94,0.0,0.05,1033.01,457.47,575.54,491.95,0.443
4876,203,27.0,25.94,0.02092,0.92,0.0,0.05,1009.31,456.41,552.89,474.09,0.452
4877,203,27.0,25.94,0.02092,0.92,0.0,0.05,1008.39,455.5,552.89,474.09,0.452
4878,203,27.2,26.13,0.02118,0.92,0.0,0.05,1027.07,461.28,565.8,487.47,0.449
4879,203,27.3,26.1,0.02105,0.91,0.0,0.05,1023.12,464.0,559.12,483.8,0.454
4880,203,27.5,26.15,0.02106,0.9,18.0,0.05,1053.08,493.23,559.85,487.58,0.468
4881,203,28.3,26.36,0.02109,0.86,149.0,0.15,1435.55,796.18,639.37,563.42,0.555
4882,203,29.2,26.64,0.02117,0.82,308.0,0.15,1675.42,1031.73,643.69,583.1,0.616
4883,203,30.0,26.78,0.02108,0.78,449.0,0.15,1880.19,1241.23,638.96,593.67,0.66
4884,203,30.3,26.75,0.02091,0.76,682.0,0.15,2181.36,1551.74,629.62,591.53,0.711
4885,203,30.6,26.54,0.02042,0.73,840.0,0.15,2368.36,1766.07,602.3,574.87,0.746
4886,203,30.9,26.49,0.02022,0.71,901.0,0.15,2447.08,1855.99,591.09,571.22,0.758
4887,203,31.0,25.73,0.01888,0.66,873.0,0.15,2341.83,1824.82,517.01,513.24,0.779
4888,203,30.6,26.21,0.01988,0.71,685.0,0.05,1957.77,1457.46,500.32,490.29,0.744
4889,203,30.3,26.1,0.01984,0.72,362.0,0.05,1532.09,1034.05,498.04,483.69,0.675
4890,203,30.0,26.31,0.02031,0.75,205.0,0.05,1344.97,823.28,521.69,497.53,0.612
4891,203,29.2,25.87,0.0199,0.77,55.0,0.05,1105.8,604.84,500.96,468.38,0.547
4892,203,28.5,25.82,0.0201,0.81,1.0,0.05,1023.76,512.29,511.47,465.46,0.5
4893,203,28.2,25.54,0.01972,0.81,0.0,0.05,992.79,500.46,492.33,445.57,0.504
4894,203,28.0,25.79,0.02021,0.84,0.0,0.05,1010.12,493.1,517.02,461.83,0.488
4895,203,27.9,25.26,0.01935,0.81,0.0,0.05,962.53,489.0,473.53,425.95,0.508
4896,204,27.7,25.36,0.01961,0.83,0.0,0.05,968.1,481.68,486.42,432.91,0.498
4897,204,27.6,25.69,0.02022,0.86,0.0,0.05,994.81,477.61,517.2,455.56,0.48
4898,204,27.4,25.92,0.02069,0.89,0.0,0.05,1011.6,470.3,541.29,471.35,0.465
4899,204,27.0,26.21,0.02139,0.94,0.0,0.05,1033.07,456.42,576.65,492.82,0.442
4900,204,27.0,26.21,0.02139,0.94,0.0,0.05,1032.16,455.51,576.65,492.82,0.441
4901,204,26.9,25.71,0.02056,0.91,0.0,0.05,986.14,451.44,534.7,458.16,0.458
4902,204,27.1,25.9,0.02081,0.91,0.0,0.05,1004.64,457.26,547.39,471.35,0.455
4903,204,27.3,25.96,0.02083,0.9,0.0,0.05,1011.43,463.3,548.13,475.14,0.458
4904,204,27.5,26.15,0.02108,0.9,18.0,0.525,1934.57,1002.39,932.18,775.19,0.518
4905,204,29.0,26.74,0.02146,0.84,149.0,1.0,3097.91,1757.44,1340.47,1147.11,0.567
4906,204,30.0,26.94,0.02138,0.79,309.0,1.0,3347.57,2015.08,1332.5,1174.83,0.602
4907,204,29.0,26.45,0.02091,0.82,450.0,1.0,3432.67,2145.65,1287.02,1099.54,0.625
4908,204,30.0,26.31,0.02026,0.75,556.0,1.0,3557.54,2333.73,1223.8,1078.09,0.656
4909,204,30.5,26.77,0.02087,0.75,615.0,1.0,3719.33,2436.28,1283.05,1148.22,0.655
4910,204,31.0,26.74,0.02063,0.72,624.0,1.0,3734.44,2474.86,1259.58,1144.73,0.663
4911,204,31.0,25.73,0.01886,0.66,583.0,1.0,3510.98,2423.65,1087.34,991.44,0.69
4912,204,31.0,26.07,0.01947,0.68,493.0,1.0,3455.98,2309.39,1146.59,1044.17,0.668
4913,204,31.1,25.82,0.01901,0.66,363.0,1.0,3250.76,2148.83,1101.93,1007.91,0.661
4914,204,30.3,25.6,0.01899,0.69,206.0,1.0,3006.6,1907.11,1099.49,977.89,0.634
4915,204,29.6,25.46,0.01901,0.72,55.0,0.5,1882.44,1120.25,762.19,684.11,0.595
4916,204,28.8,25.19,0.01891,0.75,1.0,0.05,973.95,522.95,451.0,422.6,0.537
4917,204,28.5,25.07,0.01881,0.76,0.0,0.05,957.13,511.19,445.94,413.8,0.534
4918,204,28.2,25.09,0.01895,0.78,0.0,0.05,953.96,500.62,453.34,414.83,0.525
4919,204,27.9,24.96,0.01886,0.79,0.0,0.05,938.63,489.96,448.67,406.35,0.522
4920,205,27.4,25.21,0.0195,0.84,0.0,0.05,953.41,472.66,480.75,423.63,0.496
4921,205,27.0,25.53,0.0202,0.89,0.0,0.05,974.72,458.45,516.27,445.23,0.47
4922,205,27.3,25.68,0.02033,0.88,0.0,0.05,990.04,467.1,522.93,455.28,0.472
4923,205,27.2,25.58,0.02021,0.88,0.0,0.05,979.72,462.98,516.74,448.8,0.473
4924,205,27.2,25.58,0.02023,0.88,0.0,0.05,979.98,462.2,517.79,449.62,0.472
4925,205,27.1,25.35,0.01987,0.87,0.0,0.05,957.95,458.24,499.71,433.77,0.478
4926,205,27.4,25.78,0.02047,0.88,0.0,0.05,997.65,467.43,530.23,462.63,0.469
