hour,day,t_db_C,t_wb_C,w_oa_kgkg,rh,ghi_Wm2,occ,q_total_kW,q_sensible_kW,q_latent_kW,q_oa_kW,shr
0,0,24.7,23.95,0.01853,0.94,0.0,0.05,1014.57,582.53,432.04,342.02,0.574
1,0,24.7,23.95,0.01853,0.94,0.0,0.05,985.15,553.1,432.04,342.02,0.561
2,0,24.4,23.65,0.01819,0.94,0.0,0.05,932.71,517.8,414.91,323.71,0.555
3,0,24.2,23.58,0.01818,0.95,0.0,0.05,903.53,489.0,414.52,320.2,0.541
4,0,24.1,23.61,0.01827,0.96,0.0,0.05,885.12,466.36,418.76,321.94,0.527
5,0,24.1,23.61,0.01827,0.96,0.0,0.05,868.3,449.54,418.76,321.94,0.518
6,0,24.0,23.51,0.01815,0.96,0.0,0.05,844.77,431.7,413.08,315.86,0.511
7,0,24.2,23.45,0.01799,0.94,0.0,0.05,830.17,425.6,404.58,312.36,0.513
8,0,24.3,23.3,0.01768,0.92,18.0,0.05,830.42,441.13,389.29,301.91,0.531
9,0,25.5,23.67,0.01776,0.86,152.0,0.15,1201.35,746.42,454.93,364.2,0.621
10,0,26.8,23.93,0.0176,0.79,318.0,0.15,1443.08,997.26,445.82,380.24,0.691
11,0,28.0,24.15,0.01744,0.73,464.0,0.15,1657.88,1220.75,437.13,394.81,0.736
12,0,26.8,23.93,0.0176,0.79,571.0,0.15,1758.04,1312.22,445.82,380.24,0.746
13,0,25.5,23.67,0.01776,0.86,630.0,0.15,1793.36,1338.44,454.93,364.2,0.746
14,0,24.3,23.3,0.01768,0.92,637.0,0.15,1751.92,1301.19,450.73,339.23,0.743
15,0,25.4,23.71,0.01788,0.87,589.0,0.15,1734.9,1273.26,461.64,367.82,0.734
16,0,26.5,23.93,0.01776,0.81,493.0,0.05,1473.09,1079.72,393.37,340.35,0.733
17,0,27.6,24.38,0.01804,0.77,354.0,0.05,1342.59,935.32,407.27,368.91,0.697
18,0,27.1,24.21,0.01795,0.79,190.0,0.05,1110.27,707.34,402.92,357.48,0.637
19,0,26.6,24.03,0.01787,0.81,40.0,0.05,896.0,497.17,398.83,346.25,0.555
20,0,26.1,23.97,0.018,0.84,0.0,0.05,833.18,427.97,405.21,343.28,0.514
21,0,25.8,23.82,0.01787,0.85,0.0,0.05,815.29,416.53,398.77,333.4,0.511
22,0,25.6,23.77,0.01787,0.86,0.0,0.05,807.01,408.39,398.61,330.07,0.506
23,0,25.3,23.62,0.01774,0.87,0.0,0.05,788.97,397.06,391.9,319.98,0.503
24,1,25.1,23.69,0.01793,0.89,0.0,0.05,790.96,389.03,401.93,324.68,0.492
25,1,24.8,23.66,0.01803,0.91,0.0,0.05,784.69,377.79,406.9,323.8,0.481
26,1,24.6,23.72,0.01822,0.93,0.0,0.05,785.95,369.83,416.12,327.86,0.471
27,1,24.6,23.72,0.01822,0.93,0.0,0.05,784.62,368.5,416.12,327.86,0.47
28,1,24.6,23.85,0.01844,0.94,0.0,0.05,794.6,367.35,427.25,336.64,0.462
29,1,24.6,23.85,0.01844,0.94,0.0,0.05,793.6,366.35,427.25,336.64,0.462
30,1,24.8,24.04,0.01864,0.94,0.0,0.05,809.87,372.05,437.82,348.17,0.459
31,1,25.0,24.11,0.01867,0.93,0.0,0.05,817.01,377.99,439.02,352.32,0.463
32,1,25.2,24.31,0.0189,0.93,18.0,0.525,1666.25,895.37,770.88,578.8,0.537
33,1,25.9,24.33,0.01863,0.88,151.0,1.0,2655.35,1590.01,1065.34,794.34,0.599
34,1,26.7,24.55,0.01865,0.84,316.0,1.0,2909.85,1843.17,1066.68,823.38,0.633
35,1,27.4,24.64,0.0185,0.8,463.0,1.0,3120.94,2068.55,1052.39,835.03,0.663
36,1,28.2,24.79,0.01841,0.76,571.0,1.0,3293.34,2249.41,1043.93,855.35,0.683
37,1,28.9,24.98,0.01842,0.73,630.0,1.0,3407.23,2362.61,1044.63,880.33,0.693
38,1,29.7,25.07,0.01825,0.69,637.0,1.0,3442.33,2414.51,1027.82,893.22,0.701
39,1,29.1,25.0,0.0184,0.72,590.0,1.0,3367.55,2325.18,1042.37,885.28,0.69
40,1,28.6,24.86,0.01837,0.74,494.0,1.0,3216.99,2177.52,1039.47,865.3,0.677
41,1,28.0,24.76,0.01846,0.77,355.0,1.0,3017.44,1969.06,1048.38,852.34,0.653
42,1,27.5,24.73,0.01863,0.8,192.0,1.0,2799.61,1734.49,1065.11,849.84,0.62
43,1,26.9,24.45,0.01843,0.82,41.0,0.5,1699.21,979.14,720.06,580.92,0.576
44,1,26.4,24.4,0.01857,0.85,0.0,0.05,866.4,432.15,434.25,370.97,0.499
45,1,26.2,24.35,0.01855,0.86,0.0,0.05,858.11,424.93,433.18,366.93,0.495
46,1,26.1,24.52,0.01886,0.88,0.0,0.05,869.78,420.95,448.83,377.66,0.484
47,1,25.9,24.46,0.01885,0.89,0.0,0.05,862.03,413.72,448.31,374.05,0.48
48,2,25.7,24.27,0.01862,0.89,0.0,0.05,843.22,406.46,436.75,361.74,0.482
49,2,25.6,24.31,0.01872,0.9,0.0,0.05,844.3,402.45,441.84,364.15,0.477
50,2,25.4,24.24,0.01873,0.91,0.0,0.05,837.2,395.2,442.0,361.07,0.472
51,2,25.2,24.18,0.01871,0.92,0.0,0.05,828.97,387.92,441.06,357.12,0.468
52,2,25.1,24.08,0.01859,0.92,0.0,0.05,819.17,383.89,435.28,350.97,0.469
53,2,24.9,24.01,0.01859,0.93,0.0,0.05,811.78,376.62,435.16,347.68,0.464
54,2,25.1,24.21,0.0188,0.93,0.0,0.05,828.23,382.44,445.79,359.26,0.462
55,2,25.3,24.28,0.01882,0.92,0.0,0.05,835.35,388.49,446.87,363.3,0.465
56,2,25.5,24.47,0.01906,0.92,17.0,0.525,1689.96,907.5,782.46,596.33,0.537
57,2,26.8,24.64,0.01876,0.84,169.0,1.0,2738.08,1660.37,1077.71,836.68,0.606
58,2,28.0,24.61,0.01818,0.76,389.0,1.0,3025.95,2005.17,1020.78,827.78,0.663
59,2,29.3,24.87,0.01805,0.7,606.0,1.0,3360.4,2351.94,1008.46,862.06,0.7
60,2,30.1,24.76,0.01755,0.65,782.0,1.0,3581.25,2620.94,960.31,847.05,0.732
61,2,30.8,24.51,0.01685,0.6,893.0,1.0,3693.28,2801.64,891.65,810.31,0.759
62,2,31.6,24.47,0.01646,0.56,925.0,1.0,3740.64,2886.3,854.34,804.95,0.772
63,2,30.9,24.59,0.01696,0.6,838.0,1.0,3644.05,2741.09,902.96,823.86,0.752
64,2,30.2,24.68,0.01741,0.64,679.0,1.0,3449.46,2502.75,946.71,838.43,0.726
65,2,29.5,24.88,0.01807,0.69,468.0,1.0,3207.53,2197.04,1010.49,870.83,0.685
66,2,28.6,24.85,0.01841,0.74,238.0,1.0,2899.19,1856.06,1043.13,868.55,0.64
67,2,27.6,24.68,0.01852,0.79,48.0,0.5,1749.67,1023.02,726.65,603.98,0.585
68,2,26.7,24.69,0.01892,0.85,0.0,0.05,898.84,447.35,451.49,389.36,0.498
69,2,26.5,24.77,0.01912,0.87,0.0,0.05,901.45,439.59,461.86,394.33,0.488
70,2,26.2,24.62,0.01898,0.88,0.0,0.05,883.23,428.58,454.65,383.85,0.485
71,2,26.0,24.56,0.01895,0.89,0.0,0.05,873.98,420.83,453.16,379.47,0.482
72,3,25.9,24.6,0.01907,0.9,0.0,0.05,875.72,416.39,459.33,382.74,0.475
73,3,25.9,24.6,0.01907,0.9,0.0,0.05,874.66,415.33,459.33,382.74,0.475
74,3,25.8,24.5,0.01895,0.9,0.0,0.05,864.6,411.13,453.47,376.51,0.476
75,3,25.7,24.54,0.01907,0.91,0.0,0.05,866.51,407.0,459.52,379.68,0.47
76,3,25.7,24.54,0.01907,0.91,0.0,0.05,865.71,406.19,459.52,379.68,0.469
77,3,25.6,24.57,0.01919,0.92,0.0,0.05,867.7,402.22,465.48,382.78,0.464
78,3,25.5,24.47,0.01906,0.92,0.0,0.05,856.86,398.28,458.58,375.74,0.465
79,3,25.5,24.47,0.01906,0.92,0.0,0.05,856.23,397.65,458.58,375.74,0.464
80,3,25.4,24.5,0.01913,0.93,6.0,0.525,1679.64,891.54,788.1,598.61,0.531
81,3,26.6,24.73,0.01899,0.86,94.0,1.0,2655.77,1555.84,1099.94,849.5,0.586
82,3,27.7,25.07,0.01908,0.81,263.0,1.0,2938.46,1829.66,1108.8,895.68,0.623
83,3,28.9,25.29,0.01892,0.75,461.0,1.0,3239.81,2146.49,1093.31,923.66,0.663
84,3,29.2,25.41,0.01902,0.74,570.0,1.0,3406.02,2303.34,1102.67,942.44,0.676
85,3,29.4,25.28,0.01873,0.72,630.0,1.0,3466.74,2392.15,1074.59,924.4,0.69
86,3,29.7,25.39,0.01879,0.71,638.0,1.0,3500.14,2419.34,1080.8,940.37,0.691
87,3,29.2,25.25,0.01877,0.73,592.0,1.0,3414.76,2335.97,1078.8,921.18,0.684
88,3,28.6,25.16,0.01888,0.76,496.0,1.0,3272.0,2182.79,1089.21,909.56,0.667
89,3,28.1,25.0,0.01884,0.78,358.0,1.0,3065.62,1980.41,1085.22,888.61,0.646
90,3,27.6,24.97,0.01901,0.81,194.0,1.0,2845.73,1744.3,1101.43,885.64,0.613
91,3,27.0,24.83,0.01903,0.84,43.0,0.5,1751.2,987.74,763.46,620.42,0.564
92,3,26.5,24.77,0.01914,0.87,0.0,0.05,899.95,437.1,462.85,395.11,0.486
93,3,26.3,24.71,0.01911,0.88,0.0,0.05,891.21,429.71,461.49,390.84,0.482
94,3,26.1,24.52,0.01886,0.88,0.0,0.05,871.15,422.31,448.83,377.66,0.485
95,3,25.9,24.46,0.01885,0.89,0.0,0.05,863.21,414.9,448.31,374.05,0.481
96,4,25.8,24.5,0.01895,0.9,0.0,0.05,864.23,410.76,453.47,376.51,0.475
97,4,25.7,24.54,0.01907,0.91,0.0,0.05,866.19,406.68,459.52,379.68,0.469
98,4,25.6,24.57,0.01917,0.92,0.0,0.05,867.13,402.64,464.49,382.0,0.464
99,4,25.5,24.47,0.01906,0.92,0.0,0.05,857.22,398.64,458.58,375.74,0.465
100,4,25.4,24.5,0.01915,0.93,0.0,0.05,858.1,394.68,463.42,377.96,0.46
101,4,25.3,24.41,0.01903,0.93,0.0,0.05,848.26,390.74,457.51,371.7,0.461
102,4,25.2,24.31,0.01892,0.93,0.0,0.05,838.48,386.84,451.64,365.46,0.461
103,4,25.1,24.34,0.01901,0.94,0.0,0.05,839.27,382.95,456.32,367.55,0.456
104,4,25.0,24.24,0.01889,0.94,17.0,0.525,1657.71,887.16,770.55,573.43,0.535
105,4,26.4,24.4,0.01856,0.85,148.0,1.0,2670.78,1613.15,1057.64,804.89,0.604
106,4,27.8,24.57,0.01822,0.77,314.0,1.0,2923.84,1898.7,1025.13,824.69,0.649
107,4,29.2,24.78,0.01796,0.7,462.0,1.0,3161.83,2161.99,999.84,850.91,0.684
108,4,29.7,24.9,0.01798,0.68,571.0,1.0,3330.88,2329.52,1001.36,869.67,0.699
109,4,30.1,24.93,0.01787,0.66,632.0,1.0,3421.22,2430.37,990.86,874.24,0.71
110,4,30.6,25.03,0.01783,0.64,640.0,1.0,3455.45,2468.37,987.08,888.29,0.714
111,4,30.2,25.01,0.01799,0.66,497.0,1.0,3269.23,2266.3,1002.93,888.47,0.693
112,4,29.8,24.99,0.01814,0.68,315.0,1.0,3030.82,2013.67,1017.15,887.2,0.664
113,4,29.4,24.79,0.01798,0.69,137.0,1.0,2767.61,1765.73,1001.88,859.69,0.638
114,4,28.5,24.76,0.01832,0.74,124.0,1.0,2737.53,1703.25,1034.28,857.2,0.622
115,4,27.5,24.73,0.01869,0.8,37.0,0.5,1742.23,1003.45,738.78,611.83,0.576
116,4,26.6,24.59,0.01882,0.85,0.0,0.05,889.58,442.89,446.68,383.97,0.498
117,4,26.4,24.54,0.01882,0.86,0.0,0.05,881.81,435.23,446.59,380.7,0.494
118,4,26.2,24.48,0.01879,0.87,0.0,0.05,872.96,427.59,445.37,376.54,0.49
119,4,26.0,24.42,0.01879,0.88,0.0,0.05,864.95,419.97,444.98,373.03,0.486
120,5,25.8,24.37,0.01878,0.89,0.0,0.05,856.82,412.37,444.45,369.4,0.481
121,5,25.6,24.3,0.01876,0.9,0.0,0.05,848.56,404.78,443.78,365.67,0.477
122,5,25.4,24.37,0.01896,0.92,0.0,0.05,850.9,397.21,453.69,370.28,0.467
123,5,25.2,24.31,0.01896,0.93,0.0,0.05,843.25,389.66,453.6,367.01,0.462
124,5,25.0,24.24,0.01893,0.94,0.0,0.05,834.5,382.11,452.39,362.86,0.458
125,5,24.8,24.3,0.01911,0.96,0.0,0.05,835.99,374.57,461.42,366.77,0.448
126,5,24.8,24.3,0.01911,0.96,0.0,0.05,835.02,373.6,461.42,366.77,0.447
127,5,24.9,24.27,0.019,0.95,0.0,0.05,832.02,376.05,455.97,364.08,0.452
128,5,24.9,24.27,0.019,0.95,17.0,0.525,1661.16,882.52,778.64,577.81,0.531
129,5,26.4,24.67,0.01902,0.87,147.0,1.0,2714.71,1611.43,1103.27,845.51,0.594
130,5,28.0,25.2,0.01922,0.8,313.0,1.0,3029.75,1907.37,1122.38,918.2,0.63
131,5,29.5,25.69,0.0194,0.74,460.0,1.0,3314.55,2174.71,1139.84,985.96,0.656
132,5,29.6,25.3,0.0187,0.71,570.0,1.0,3394.94,2323.09,1071.85,928.92,0.684
133,5,29.8,24.82,0.01785,0.67,632.0,1.0,3403.53,2414.84,988.69,861.87,0.71
134,5,29.9,24.41,0.01714,0.64,641.0,1.0,3353.69,2433.31,920.39,804.56,0.726
135,5,29.7,24.56,0.0175,0.66,595.0,1.0,3321.03,2365.57,955.46,828.82,0.712
136,5,29.4,24.79,0.018,0.69,500.0,1.0,3233.14,2229.48,1003.67,861.28,0.69
137,5,29.2,24.93,0.01834,0.71,362.0,1.0,3079.46,2043.03,1036.43,883.47,0.663
138,5,28.3,24.73,0.01837,0.75,198.0,1.0,2826.28,1786.87,1039.41,854.8,0.632
139,5,27.4,24.49,0.01836,0.79,45.0,0.5,1723.19,1008.56,714.62,588.74,0.585
140,5,26.5,24.21,0.01827,0.83,0.0,0.05,857.71,438.71,419.0,360.55,0.511
141,5,26.2,24.21,0.01839,0.85,0.0,0.05,852.63,427.82,424.81,360.33,0.502
142,5,26.0,24.42,0.01881,0.88,0.0,0.05,866.13,420.17,445.95,373.79,0.485
143,5,25.7,24.4,0.0189,0.9,0.0,0.05,859.83,409.26,450.56,372.62,0.476
144,6,25.5,24.34,0.01888,0.91,0.0,0.05,851.35,401.59,449.76,368.78,0.472
145,6,25.2,24.18,0.01875,0.92,0.0,0.05,833.66,390.67,442.99,358.65,0.469
146,6,25.0,24.11,0.01873,0.93,0.0,0.05,824.9,382.98,441.92,354.6,0.464
147,6,25.0,24.11,0.01873,0.93,0.0,0.05,823.8,381.89,441.92,354.6,0.464
148,6,25.0,24.11,0.01875,0.93,0.0,0.05,823.83,380.94,442.88,355.36,0.462
149,6,25.0,24.11,0.01875,0.93,0.0,0.05,823.01,380.13,442.88,355.36,0.462
150,6,25.2,24.05,0.01856,0.91,0.0,0.05,819.33,385.98,433.35,351.05,0.471
151,6,25.5,24.21,0.01867,0.9,0.0,0.05,834.3,395.34,438.96,360.28,0.474
152,6,25.7,24.27,0.01868,0.89,16.0,0.05,861.83,422.19,439.64,364.01,0.49
153,6,26.8,24.5,0.01859,0.83,146.0,0.15,1231.74,730.88,500.86,424.65,0.593
154,6,27.8,24.72,0.0185,0.78,312.0,0.15,1475.29,979.21,496.08,438.79,0.664
155,6,28.9,24.82,0.0182,0.72,461.0,0.15,1689.02,1209.76,479.26,445.0,0.716
156,6,29.8,25.16,0.01838,0.69,571.0,0.15,1872.91,1383.85,489.07,469.1,0.739
157,6,30.7,25.29,0.01824,0.65,632.0,0.15,1977.06,1495.41,481.64,479.3,0.756
158,6,31.6,25.56,0.01832,0.62,641.0,0.15,2026.41,1540.57,485.84,498.88,0.76
159,6,31.0,25.21,0.018,0.63,596.0,0.15,1932.6,1464.52,468.08,473.75,0.758
160,6,30.4,25.02,0.01796,0.65,501.0,0.05,1613.76,1210.57,403.19,410.53,0.75
161,6,29.8,24.82,0.01788,0.67,364.0,0.05,1415.69,1016.36,399.33,397.88,0.718
162,6,28.0,24.3,0.01779,0.74,199.0,0.05,1141.13,746.33,394.8,365.49,0.654
163,6,27.3,24.4,0.01823,0.79,46.0,0.05,943.33,526.57,416.75,371.59,0.558
164,6,26.6,24.45,0.01861,0.84,0.0,0.05,879.83,443.7,436.13,375.65,0.504
165,6,26.4,24.54,0.01882,0.86,0.0,0.05,882.51,435.93,446.59,380.7,0.494
166,6,26.1,24.52,0.01892,0.88,0.0,0.05,876.67,424.91,451.76,379.97,0.485
167,6,25.9,24.46,0.01889,0.89,0.0,0.05,867.4,417.15,450.26,375.58,0.481
168,7,25.6,24.44,0.01898,0.91,0.0,0.05,860.77,406.14,454.63,374.22,0.472
169,7,25.4,24.5,0.01917,0.93,0.0,0.05,862.8,398.39,464.41,378.74,0.462
170,7,25.1,24.34,0.01903,0.94,0.0,0.05,844.69,387.39,457.3,368.32,0.459
171,7,24.8,24.04,0.01868,0.94,0.0,0.05,816.11,376.36,439.74,349.69,0.461
172,7,24.6,23.97,0.01868,0.95,0.0,0.05,807.97,368.59,439.38,346.2,0.456
173,7,24.3,23.68,0.01833,0.95,0.0,0.05,779.68,357.58,422.1,327.77,0.459
174,7,24.4,23.78,0.01845,0.95,0.0,0.05,787.49,359.66,427.83,333.89,0.457
175,7,24.6,23.97,0.01868,0.95,0.0,0.05,804.63,365.25,439.38,346.2,0.454
176,7,24.7,24.07,0.01877,0.95,16.0,0.05,832.57,388.33,444.23,351.62,0.466
177,7,26.1,24.39,0.01868,0.87,164.0,0.15,1234.04,728.09,505.95,416.17,0.59
178,7,27.6,24.97,0.01899,0.81,383.0,0.15,1584.47,1061.57,522.89,456.83,0.67
179,7,29.0,25.23,0.01881,0.74,602.0,0.15,1905.71,1392.46,513.26,474.24,0.731
180,7,29.7,25.23,0.01852,0.7,781.0,0.15,2145.49,1648.38,497.11,473.8,0.768
181,7,30.3,25.27,0.01836,0.67,894.0,0.15,2304.67,1816.33,488.34,477.51,0.788
182,7,31.0,25.21,0.01796,0.63,929.0,0.15,2353.84,1887.8,466.04,472.11,0.802
183,7,30.8,25.03,0.01777,0.63,864.0,0.15,2255.25,1799.82,455.43,459.94,0.798
184,7,30.7,25.12,0.01797,0.64,727.0,0.05,1912.68,1508.87,403.81,415.82,0.789
185,7,30.5,24.94,0.01778,0.64,528.0,0.05,1642.75,1248.64,394.11,404.97,0.76
186,7,29.3,24.7,0.01788,0.69,298.0,0.05,1314.45,915.5,398.95,389.58,0.696
187,7,28.1,24.54,0.01813,0.75,71.0,0.05,997.12,585.29,411.83,380.52,0.587
188,7,26.9,24.31,0.01826,0.81,1.0,0.05,873.87,455.67,418.2,366.32,0.521
189,7,26.6,24.45,0.01859,0.84,0.0,0.05,878.57,443.4,435.17,374.9,0.505
190,7,26.3,24.44,0.01869,0.86,0.0,0.05,872.25,432.39,439.86,373.79,0.496
191,7,26.0,24.56,0.01901,0.89,0.0,0.05,877.44,421.34,456.09,381.78,0.48
192,8,26.0,24.56,0.01901,0.89,0.0,0.05,876.21,420.12,456.09,381.78,0.479
193,8,25.7,24.4,0.01888,0.9,0.0,0.05,858.8,409.22,449.59,371.85,0.476
194,8,25.5,24.34,0.01886,0.91,0.0,0.05,850.33,401.55,448.78,368.01,0.472
195,8,25.3,24.14,0.01863,0.91,0.0,0.05,831.1,393.91,437.19,355.67,0.474
196,8,25.1,24.08,0.01863,0.92,0.0,0.05,823.5,386.3,437.2,352.48,0.469
197,8,24.9,24.01,0.01863,0.93,0.0,0.05,815.79,378.7,437.09,349.19,0.464
198,8,24.9,24.01,0.01863,0.93,0.0,0.05,814.76,377.68,437.09,349.19,0.464
199,8,24.8,23.92,0.0185,0.93,0.0,0.05,803.88,373.51,430.37,342.29,0.465
200,8,24.8,23.79,0.01829,0.92,16.0,0.525,1603.66,877.6,726.06,530.31,0.547
201,8,26.4,24.4,0.01859,0.85,149.0,1.0,2675.77,1614.44,1061.33,808.18,0.603
202,8,27.9,24.81,0.01861,0.78,330.0,1.0,2987.74,1924.4,1063.34,862.18,0.644
203,8,29.5,25.37,0.01886,0.72,501.0,1.0,3314.88,2227.57,1087.31,939.21,0.672
204,8,29.9,25.25,0.01848,0.69,637.0,1.0,3475.55,2424.75,1050.8,920.63,0.698
205,8,30.4,25.19,0.01821,0.66,723.0,1.0,3586.61,2562.91,1023.7,913.92,0.715
206,8,30.9,25.3,0.01817,0.64,749.0,1.0,3643.88,2624.15,1019.73,927.79,0.72
207,8,30.8,25.21,0.01808,0.64,668.0,1.0,3528.39,2517.2,1011.18,916.7,0.713
208,8,30.7,25.29,0.01828,0.65,534.0,1.0,3372.73,2341.92,1030.8,930.68,0.694
209,8,30.6,25.2,0.01819,0.65,366.0,1.0,3144.92,2122.73,1022.19,919.53,0.675
210,8,29.8,25.15,0.01843,0.69,228.0,1.0,2951.32,1905.64,1045.69,912.6,0.646
211,8,29.0,24.91,0.01835,0.72,59.0,0.5,1810.45,1096.68,713.77,627.88,0.606
212,8,28.2,24.79,0.01849,0.76,1.0,0.05,929.7,499.72,429.98,396.42,0.538
213,8,27.5,24.73,0.01867,0.8,0.0,0.05,914.05,474.95,439.1,392.4,0.52
214,8,26.7,24.69,0.01893,0.85,0.0,0.05,900.28,447.81,452.47,390.13,0.497
215,8,25.9,24.46,0.01889,0.89,0.0,0.05,870.56,420.3,450.26,375.58,0.483
216,9,25.8,24.5,0.01899,0.9,0.0,0.05,870.86,415.43,455.43,378.06,0.477
217,9,25.6,24.3,0.01878,0.9,0.0,0.05,852.18,407.43,444.75,366.44,0.478
218,9,25.5,24.34,0.01888,0.91,0.0,0.05,852.54,402.78,449.76,368.78,0.472
219,9,25.4,24.24,0.01879,0.91,0.0,0.05,843.17,398.26,444.91,363.36,0.472
220,9,25.2,24.18,0.01877,0.92,0.0,0.05,834.52,390.56,443.96,359.41,0.468
221,9,25.1,24.21,0.01886,0.93,0.0,0.05,834.88,386.17,448.71,361.56,0.463
222,9,25.9,24.46,0.01893,0.89,0.0,0.05,863.61,411.4,452.21,377.12,0.476
223,9,26.6,24.59,0.01884,0.85,0.0,0.05,881.63,433.98,447.66,384.74,0.492
224,9,27.4,24.93,0.01904,0.82,10.0,0.525,1762.97,981.98,780.99,643.34,0.557
225,9,28.6,25.32,0.01918,0.77,101.0,1.0,2787.95,1670.04,1117.91,935.12,0.599
226,9,29.8,25.64,0.01922,0.72,240.0,1.0,3033.7,1911.52,1122.18,980.68,0.63
227,9,31.0,25.9,0.01914,0.67,384.0,1.0,3274.06,2159.98,1114.07,1015.23,0.66
228,9,30.8,25.89,0.01922,0.68,510.0,1.0,3436.13,2313.61,1122.52,1015.79,0.673
229,9,30.5,25.62,0.01889,0.68,601.0,1.0,3506.51,2416.75,1089.76,976.19,0.689
230,9,30.3,25.61,0.01897,0.69,643.0,1.0,3559.35,2461.75,1097.6,976.21,0.692
231,9,29.8,25.48,0.01896,0.71,599.0,1.0,3477.96,2380.63,1097.33,958.56,0.684
232,9,29.3,25.34,0.01896,0.73,504.0,1.0,3330.87,2233.63,1097.23,941.07,0.671
233,9,28.8,25.19,0.01893,0.75,367.0,1.0,3125.98,2032.36,1093.62,920.46,0.65
234,9,28.3,25.03,0.01887,0.77,203.0,1.0,2884.58,1796.11,1088.47,898.47,0.623
235,9,27.8,25.01,0.01905,0.8,49.0,0.5,1797.77,1032.82,764.95,641.62,0.575
236,9,27.2,24.74,0.01883,0.82,1.0,0.05,912.33,465.32,447.01,393.84,0.51
237,9,26.7,24.68,0.01895,0.85,0.0,0.05,900.15,446.7,453.45,390.9,0.496
238,9,26.2,24.62,0.01906,0.88,0.0,0.05,887.77,429.18,458.58,386.95,0.483
239,9,25.7,24.4,0.0189,0.9,0.0,0.05,862.07,411.51,450.56,372.62,0.477
240,10,25.6,24.44,0.019,0.91,0.0,0.05,862.42,406.81,455.61,375.0,0.472
241,10,25.6,24.44,0.01902,0.91,0.0,0.05,862.12,405.53,456.59,375.77,0.47
242,10,25.5,24.34,0.0189,0.91,0.0,0.05,851.87,401.14,450.73,369.55,0.471
243,10,25.4,24.37,0.019,0.92,0.0,0.05,852.49,396.84,455.65,371.83,0.466
244,10,25.4,24.37,0.019,0.92,0.0,0.05,851.54,395.89,455.65,371.83,0.465
245,10,25.3,24.41,0.01909,0.93,0.0,0.05,852.27,391.79,460.47,374.03,0.46
246,10,26.1,24.52,0.01894,0.88,0.0,0.05,870.01,417.27,452.74,380.74,0.48
247,10,26.8,24.64,0.01884,0.84,0.0,0.05,887.67,440.07,447.6,387.9,0.496
248,10,27.6,24.97,0.01903,0.81,15.0,0.525,1776.72,996.55,780.17,647.72,0.561
249,10,28.4,25.13,0.01895,0.77,142.0,1.0,2807.92,1712.19,1095.72,908.4,0.61
250,10,29.1,25.32,0.01894,0.74,310.0,1.0,3060.41,1964.96,1095.45,932.53,0.642
251,10,29.9,25.41,0.01876,0.7,459.0,1.0,3276.43,2198.79,1077.64,944.52,0.671
252,10,28.9,25.13,0.01874,0.74,571.0,1.0,3368.06,2292.58,1075.48,907.79,0.681
253,10,27.9,24.81,0.01863,0.78,634.0,1.0,3387.86,2322.66,1065.2,863.83,0.686
254,10,26.9,24.45,0.01847,0.82,644.0,1.0,3333.32,2284.02,1049.3,814.88,0.685
255,10,26.0,24.29,0.0186,0.87,600.0,1.0,3243.1,2180.63,1062.48,795.28,0.672
256,10,25.0,23.85,0.01833,0.91,506.0,1.0,3043.21,2007.45,1035.76,736.69,0.66
257,10,24.0,23.51,0.01823,0.96,369.0,1.0,2804.58,1778.63,1025.95,693.16,0.634
258,10,24.2,23.7,0.01844,0.96,219.0,1.0,2640.79,1594.64,1046.16,718.1,0.604
259,10,24.3,23.8,0.01855,0.96,56.0,0.5,1613.01,884.26,728.75,523.55,0.548
260,10,24.4,23.9,0.01865,0.96,1.0,0.05,799.22,361.29,437.93,341.85,0.452
261,10,24.6,23.97,0.01868,0.95,0.0,0.05,804.93,365.55,439.38,346.2,0.454
262,10,24.7,24.07,0.01879,0.95,0.0,0.05,813.28,368.07,445.2,352.39,0.453
263,10,24.9,24.27,0.019,0.95,0.0,0.05,830.01,374.04,455.97,364.08,0.451
264,11,24.8,24.17,0.01889,0.95,0.0,0.05,820.46,370.37,450.09,357.84,0.451
265,11,24.7,24.2,0.01898,0.96,0.0,0.05,821.21,366.69,454.52,359.73,0.447
266,11,24.7,24.33,0.0192,0.97,0.0,0.05,832.08,366.29,465.8,368.62,0.44
267,11,24.6,24.35,0.01928,0.98,0.0,0.05,832.74,362.65,470.08,370.4,0.435
268,11,24.5,24.25,0.01917,0.98,0.0,0.05,823.1,359.01,464.1,364.08,0.436
269,11,24.4,24.28,0.01925,0.99,0.0,0.05,823.61,355.35,468.26,365.76,0.431
270,11,25.1,24.47,0.01926,0.95,0.0,0.05,846.76,377.92,468.83,377.42,0.446
271,11,25.9,24.73,0.01933,0.91,0.0,0.05,876.63,404.27,472.36,393.0,0.461
272,11,26.6,24.87,0.01926,0.87,15.0,0.525,1745.68,948.36,797.32,636.98,0.543
273,11,27.3,25.12,0.01938,0.84,141.0,1.0,2785.95,1648.35,1137.6,907.38,0.592
274,11,28.1,25.3,0.01934,0.8,309.0,1.0,3040.02,1906.38,1133.64,931.71,0.627
275,11,28.8,25.5,0.01937,0.77,459.0,1.0,3272.97,2136.48,1136.49,958.61,0.653
276,11,28.9,25.6,0.0195,0.77,570.0,1.0,3435.54,2285.82,1149.71,973.86,0.665
